individual_quintile,area_quintile,population,level,outcome,city_id
1,1,159769,localidad,hrs_d_pm10_it2,bogota_2018
2,1,212479,localidad,hrs_d_pm10_it2,bogota_2018
3,1,39961,localidad,hrs_d_pm10_it2,bogota_2018
4,1,108611,localidad,hrs_d_pm10_it2,bogota_2018
5,1,9451,localidad,hrs_d_pm10_it2,bogota_2018
1,4,70116,localidad,hrs_d_pm10_it2,bogota_2018
2,4,38454,localidad,hrs_d_pm10_it2,bogota_2018
3,4,110777,localidad,hrs_d_pm10_it2,bogota_2018
4,4,110894,localidad,hrs_d_pm10_it2,bogota_2018
5,4,100040,localidad,hrs_d_pm10_it2,bogota_2018
1,5,179088,localidad,hrs_d_pm10_it2,bogota_2018
2,5,87626,localidad,hrs_d_pm10_it2,bogota_2018
3,5,294356,localidad,hrs_d_pm10_it2,bogota_2018
4,5,219318,localidad,hrs_d_pm10_it2,bogota_2018
5,5,593414,localidad,hrs_d_pm10_it2,bogota_2018
1,2,191616,localidad,avg_pm10,bogota_2018
2,2,303859,localidad,avg_pm10,bogota_2018
3,2,117470,localidad,avg_pm10,bogota_2018
4,2,173560,localidad,avg_pm10,bogota_2018
5,2,66875,localidad,avg_pm10,bogota_2018
1,3,204814,localidad,avg_pm10,bogota_2018
2,3,230768,localidad,avg_pm10,bogota_2018
3,3,198998,localidad,avg_pm10,bogota_2018
4,3,303074,localidad,avg_pm10,bogota_2018
5,3,129650,localidad,avg_pm10,bogota_2018
1,1,159769,localidad,avg_pm10,bogota_2018
2,1,212479,localidad,avg_pm10,bogota_2018
3,1,39961,localidad,avg_pm10,bogota_2018
4,1,108611,localidad,avg_pm10,bogota_2018
5,1,9451,localidad,avg_pm10,bogota_2018
1,4,70116,localidad,avg_pm10,bogota_2018
2,4,38454,localidad,avg_pm10,bogota_2018
3,4,110777,localidad,avg_pm10,bogota_2018
4,4,110894,localidad,avg_pm10,bogota_2018
5,4,100040,localidad,avg_pm10,bogota_2018
1,5,179088,localidad,avg_pm10,bogota_2018
2,5,87626,localidad,avg_pm10,bogota_2018
3,5,294356,localidad,avg_pm10,bogota_2018
4,5,219318,localidad,avg_pm10,bogota_2018
5,5,593414,localidad,avg_pm10,bogota_2018
1,2,191592,localidad,hrs_d_pm25_it1,bogota_2018
2,2,303583,localidad,hrs_d_pm25_it1,bogota_2018
3,2,117334,localidad,hrs_d_pm25_it1,bogota_2018
4,2,173527,localidad,hrs_d_pm25_it1,bogota_2018
5,2,66861,localidad,hrs_d_pm25_it1,bogota_2018
1,3,204814,localidad,hrs_d_pm25_it1,bogota_2018
2,3,230768,localidad,hrs_d_pm25_it1,bogota_2018
3,3,198998,localidad,hrs_d_pm25_it1,bogota_2018
4,3,303074,localidad,hrs_d_pm25_it1,bogota_2018
5,3,129650,localidad,hrs_d_pm25_it1,bogota_2018
1,1,158655,localidad,hrs_d_pm25_it1,bogota_2018
2,1,211980,localidad,hrs_d_pm25_it1,bogota_2018
3,1,38895,localidad,hrs_d_pm25_it1,bogota_2018
4,1,108306,localidad,hrs_d_pm25_it1,bogota_2018
5,1,9246,localidad,hrs_d_pm25_it1,bogota_2018
1,4,70116,localidad,hrs_d_pm25_it1,bogota_2018
2,4,38454,localidad,hrs_d_pm25_it1,bogota_2018
3,4,110777,localidad,hrs_d_pm25_it1,bogota_2018
4,4,110894,localidad,hrs_d_pm25_it1,bogota_2018
5,4,100040,localidad,hrs_d_pm25_it1,bogota_2018
1,5,179088,localidad,hrs_d_pm25_it1,bogota_2018
2,5,87626,localidad,hrs_d_pm25_it1,bogota_2018
3,5,294356,localidad,hrs_d_pm25_it1,bogota_2018
4,5,219318,localidad,hrs_d_pm25_it1,bogota_2018
5,5,593414,localidad,hrs_d_pm25_it1,bogota_2018
1,2,191592,localidad,hrs_d_pm25_it2,bogota_2018
2,2,303583,localidad,hrs_d_pm25_it2,bogota_2018
3,2,117334,localidad,hrs_d_pm25_it2,bogota_2018
4,2,173527,localidad,hrs_d_pm25_it2,bogota_2018
5,2,66861,localidad,hrs_d_pm25_it2,bogota_2018
1,3,204814,localidad,hrs_d_pm25_it2,bogota_2018
2,3,230768,localidad,hrs_d_pm25_it2,bogota_2018
3,3,198998,localidad,hrs_d_pm25_it2,bogota_2018
4,3,303074,localidad,hrs_d_pm25_it2,bogota_2018
5,3,129650,localidad,hrs_d_pm25_it2,bogota_2018
1,1,158655,localidad,hrs_d_pm25_it2,bogota_2018
2,1,211980,localidad,hrs_d_pm25_it2,bogota_2018
3,1,38895,localidad,hrs_d_pm25_it2,bogota_2018
4,1,108306,localidad,hrs_d_pm25_it2,bogota_2018
5,1,9246,localidad,hrs_d_pm25_it2,bogota_2018
1,4,70116,localidad,hrs_d_pm25_it2,bogota_2018
2,4,38454,localidad,hrs_d_pm25_it2,bogota_2018
3,4,110777,localidad,hrs_d_pm25_it2,bogota_2018
4,4,110894,localidad,hrs_d_pm25_it2,bogota_2018
5,4,100040,localidad,hrs_d_pm25_it2,bogota_2018
1,5,179088,localidad,hrs_d_pm25_it2,bogota_2018
2,5,87626,localidad,hrs_d_pm25_it2,bogota_2018
3,5,294356,localidad,hrs_d_pm25_it2,bogota_2018
4,5,219318,localidad,hrs_d_pm25_it2,bogota_2018
5,5,593414,localidad,hrs_d_pm25_it2,bogota_2018
1,2,191592,localidad,avg_pm25,bogota_2018
2,2,303583,localidad,avg_pm25,bogota_2018
3,2,117334,localidad,avg_pm25,bogota_2018
4,2,173527,localidad,avg_pm25,bogota_2018
5,2,66861,localidad,avg_pm25,bogota_2018
1,3,204814,localidad,avg_pm25,bogota_2018
2,3,230768,localidad,avg_pm25,bogota_2018
3,3,198998,localidad,avg_pm25,bogota_2018
4,3,303074,localidad,avg_pm25,bogota_2018
5,3,129650,localidad,avg_pm25,bogota_2018
1,1,158655,localidad,avg_pm25,bogota_2018
2,1,211980,localidad,avg_pm25,bogota_2018
3,1,38895,localidad,avg_pm25,bogota_2018
4,1,108306,localidad,avg_pm25,bogota_2018
5,1,9246,localidad,avg_pm25,bogota_2018
1,4,70116,localidad,avg_pm25,bogota_2018
2,4,38454,localidad,avg_pm25,bogota_2018
3,4,110777,localidad,avg_pm25,bogota_2018
4,4,110894,localidad,avg_pm25,bogota_2018
5,4,100040,localidad,avg_pm25,bogota_2018
1,5,179088,localidad,avg_pm25,bogota_2018
2,5,87626,localidad,avg_pm25,bogota_2018
3,5,294356,localidad,avg_pm25,bogota_2018
4,5,219318,localidad,avg_pm25,bogota_2018
5,5,593414,localidad,avg_pm25,bogota_2018
1,5,711468,municipio,hrs_d_pm10_it1,bogota_2018
2,5,779978,municipio,hrs_d_pm10_it1,bogota_2018
3,5,599817,municipio,hrs_d_pm10_it1,bogota_2018
4,5,845001,municipio,hrs_d_pm10_it1,bogota_2018
5,5,814490,municipio,hrs_d_pm10_it1,bogota_2018
1,1,93935,municipio,hrs_d_pm10_it1,bogota_2018
2,1,93208,municipio,hrs_d_pm10_it1,bogota_2018
3,1,161745,municipio,hrs_d_pm10_it1,bogota_2018
4,1,70456,municipio,hrs_d_pm10_it1,bogota_2018
5,1,84940,municipio,hrs_d_pm10_it1,bogota_2018
1,5,711468,municipio,hrs_d_pm10_it2,bogota_2018
2,5,779978,municipio,hrs_d_pm10_it2,bogota_2018
3,5,599817,municipio,hrs_d_pm10_it2,bogota_2018
4,5,845001,municipio,hrs_d_pm10_it2,bogota_2018
5,5,814490,municipio,hrs_d_pm10_it2,bogota_2018
1,1,93935,municipio,hrs_d_pm10_it2,bogota_2018
2,1,93208,municipio,hrs_d_pm10_it2,bogota_2018
3,1,161745,municipio,hrs_d_pm10_it2,bogota_2018
4,1,70456,municipio,hrs_d_pm10_it2,bogota_2018
5,1,84940,municipio,hrs_d_pm10_it2,bogota_2018
1,5,711468,municipio,avg_pm10,bogota_2018
2,5,779978,municipio,avg_pm10,bogota_2018
3,5,599817,municipio,avg_pm10,bogota_2018
4,5,845001,municipio,avg_pm10,bogota_2018
5,5,814490,municipio,avg_pm10,bogota_2018
1,1,93935,municipio,avg_pm10,bogota_2018
2,1,93208,municipio,avg_pm10,bogota_2018
3,1,161745,municipio,avg_pm10,bogota_2018
4,1,70456,municipio,avg_pm10,bogota_2018
5,1,84940,municipio,avg_pm10,bogota_2018
1,5,711468,municipio,hrs_d_pm25_it1,bogota_2018
2,5,779978,municipio,hrs_d_pm25_it1,bogota_2018
3,5,599817,municipio,hrs_d_pm25_it1,bogota_2018
4,5,845001,municipio,hrs_d_pm25_it1,bogota_2018
5,5,814490,municipio,hrs_d_pm25_it1,bogota_2018
1,1,92797,municipio,hrs_d_pm25_it1,bogota_2018
2,1,92433,municipio,hrs_d_pm25_it1,bogota_2018
3,1,160543,municipio,hrs_d_pm25_it1,bogota_2018
4,1,70118,municipio,hrs_d_pm25_it1,bogota_2018
5,1,84721,municipio,hrs_d_pm25_it1,bogota_2018
1,5,711468,municipio,hrs_d_pm25_it2,bogota_2018
2,5,779978,municipio,hrs_d_pm25_it2,bogota_2018
3,5,599817,municipio,hrs_d_pm25_it2,bogota_2018
4,5,845001,municipio,hrs_d_pm25_it2,bogota_2018
5,5,814490,municipio,hrs_d_pm25_it2,bogota_2018
1,1,92797,municipio,hrs_d_pm25_it2,bogota_2018
2,1,92433,municipio,hrs_d_pm25_it2,bogota_2018
3,1,160543,municipio,hrs_d_pm25_it2,bogota_2018
4,1,70118,municipio,hrs_d_pm25_it2,bogota_2018
5,1,84721,municipio,hrs_d_pm25_it2,bogota_2018
1,5,711468,municipio,avg_pm25,bogota_2018
2,5,779978,municipio,avg_pm25,bogota_2018
3,5,599817,municipio,avg_pm25,bogota_2018
4,5,845001,municipio,avg_pm25,bogota_2018
5,5,814490,municipio,avg_pm25,bogota_2018
1,1,92797,municipio,avg_pm25,bogota_2018
2,1,92433,municipio,avg_pm25,bogota_2018
3,1,160543,municipio,avg_pm25,bogota_2018
4,1,70118,municipio,avg_pm25,bogota_2018
5,1,84721,municipio,avg_pm25,bogota_2018
1,4,32689,fine,hrs_d_pm10_it1,santiago_2017
2,4,73697,fine,hrs_d_pm10_it1,santiago_2017
4,4,83751,fine,hrs_d_pm10_it1,santiago_2017
5,4,72656,fine,hrs_d_pm10_it1,santiago_2017
1,5,6865,fine,hrs_d_pm10_it1,santiago_2017
2,5,23245,fine,hrs_d_pm10_it1,santiago_2017
4,5,41655,fine,hrs_d_pm10_it1,santiago_2017
5,5,81445,fine,hrs_d_pm10_it1,santiago_2017
1,3,54367,fine,hrs_d_pm10_it1,santiago_2017
2,3,72876,fine,hrs_d_pm10_it1,santiago_2017
4,3,65886,fine,hrs_d_pm10_it1,santiago_2017
5,3,32856,fine,hrs_d_pm10_it1,santiago_2017
1,2,89680,fine,hrs_d_pm10_it1,santiago_2017
2,2,80746,fine,hrs_d_pm10_it1,santiago_2017
4,2,39657,fine,hrs_d_pm10_it1,santiago_2017
5,2,18355,fine,hrs_d_pm10_it1,santiago_2017
1,1,148075,fine,hrs_d_pm10_it1,santiago_2017
2,1,108323,fine,hrs_d_pm10_it1,santiago_2017
4,1,28356,fine,hrs_d_pm10_it1,santiago_2017
5,1,10884,fine,hrs_d_pm10_it1,santiago_2017
3,4,32734,fine,hrs_d_pm10_it1,santiago_2017
3,1,77278,fine,hrs_d_pm10_it1,santiago_2017
3,5,7623,fine,hrs_d_pm10_it1,santiago_2017
3,3,66854,fine,hrs_d_pm10_it1,santiago_2017
3,2,78718,fine,hrs_d_pm10_it1,santiago_2017
1,4,32689,fine,hrs_d_pm10_it2,santiago_2017
2,4,73697,fine,hrs_d_pm10_it2,santiago_2017
4,4,83751,fine,hrs_d_pm10_it2,santiago_2017
5,4,72656,fine,hrs_d_pm10_it2,santiago_2017
1,5,6865,fine,hrs_d_pm10_it2,santiago_2017
2,5,23245,fine,hrs_d_pm10_it2,santiago_2017
4,5,41655,fine,hrs_d_pm10_it2,santiago_2017
5,5,81445,fine,hrs_d_pm10_it2,santiago_2017
1,3,54367,fine,hrs_d_pm10_it2,santiago_2017
2,3,72876,fine,hrs_d_pm10_it2,santiago_2017
4,3,65886,fine,hrs_d_pm10_it2,santiago_2017
5,3,32856,fine,hrs_d_pm10_it2,santiago_2017
1,2,89680,fine,hrs_d_pm10_it2,santiago_2017
2,2,80746,fine,hrs_d_pm10_it2,santiago_2017
4,2,39657,fine,hrs_d_pm10_it2,santiago_2017
5,2,18355,fine,hrs_d_pm10_it2,santiago_2017
1,1,148075,fine,hrs_d_pm10_it2,santiago_2017
2,1,108323,fine,hrs_d_pm10_it2,santiago_2017
4,1,28356,fine,hrs_d_pm10_it2,santiago_2017
5,1,10884,fine,hrs_d_pm10_it2,santiago_2017
3,4,32734,fine,hrs_d_pm10_it2,santiago_2017
3,1,77278,fine,hrs_d_pm10_it2,santiago_2017
3,5,7623,fine,hrs_d_pm10_it2,santiago_2017
3,3,66854,fine,hrs_d_pm10_it2,santiago_2017
3,2,78718,fine,hrs_d_pm10_it2,santiago_2017
1,4,32689,fine,avg_pm10,santiago_2017
2,4,73697,fine,avg_pm10,santiago_2017
4,4,83751,fine,avg_pm10,santiago_2017
5,4,72656,fine,avg_pm10,santiago_2017
1,5,6865,fine,avg_pm10,santiago_2017
2,5,23245,fine,avg_pm10,santiago_2017
4,5,41655,fine,avg_pm10,santiago_2017
5,5,81445,fine,avg_pm10,santiago_2017
1,3,54367,fine,avg_pm10,santiago_2017
2,3,72876,fine,avg_pm10,santiago_2017
4,3,65886,fine,avg_pm10,santiago_2017
5,3,32856,fine,avg_pm10,santiago_2017
1,2,89680,fine,avg_pm10,santiago_2017
2,2,80746,fine,avg_pm10,santiago_2017
4,2,39657,fine,avg_pm10,santiago_2017
5,2,18355,fine,avg_pm10,santiago_2017
1,1,148075,fine,avg_pm10,santiago_2017
2,1,108323,fine,avg_pm10,santiago_2017
4,1,28356,fine,avg_pm10,santiago_2017
5,1,10884,fine,avg_pm10,santiago_2017
3,4,32734,fine,avg_pm10,santiago_2017
3,1,77278,fine,avg_pm10,santiago_2017
3,5,7623,fine,avg_pm10,santiago_2017
3,3,66854,fine,avg_pm10,santiago_2017
3,2,78718,fine,avg_pm10,santiago_2017
1,4,32689,fine,hrs_d_pm25_it1,santiago_2017
2,4,73697,fine,hrs_d_pm25_it1,santiago_2017
4,4,83751,fine,hrs_d_pm25_it1,santiago_2017
5,4,72656,fine,hrs_d_pm25_it1,santiago_2017
1,5,6865,fine,hrs_d_pm25_it1,santiago_2017
2,5,23245,fine,hrs_d_pm25_it1,santiago_2017
4,5,41655,fine,hrs_d_pm25_it1,santiago_2017
5,5,81445,fine,hrs_d_pm25_it1,santiago_2017
1,3,54367,fine,hrs_d_pm25_it1,santiago_2017
2,3,72876,fine,hrs_d_pm25_it1,santiago_2017
4,3,65886,fine,hrs_d_pm25_it1,santiago_2017
5,3,32856,fine,hrs_d_pm25_it1,santiago_2017
1,2,89680,fine,hrs_d_pm25_it1,santiago_2017
2,2,80746,fine,hrs_d_pm25_it1,santiago_2017
4,2,39657,fine,hrs_d_pm25_it1,santiago_2017
5,2,18355,fine,hrs_d_pm25_it1,santiago_2017
1,1,148075,fine,hrs_d_pm25_it1,santiago_2017
2,1,108323,fine,hrs_d_pm25_it1,santiago_2017
4,1,28356,fine,hrs_d_pm25_it1,santiago_2017
5,1,10884,fine,hrs_d_pm25_it1,santiago_2017
3,4,32734,fine,hrs_d_pm25_it1,santiago_2017
3,1,77278,fine,hrs_d_pm25_it1,santiago_2017
3,5,7623,fine,hrs_d_pm25_it1,santiago_2017
3,3,66854,fine,hrs_d_pm25_it1,santiago_2017
3,2,78718,fine,hrs_d_pm25_it1,santiago_2017
1,4,32689,fine,hrs_d_pm25_it2,santiago_2017
2,4,73697,fine,hrs_d_pm25_it2,santiago_2017
4,4,83751,fine,hrs_d_pm25_it2,santiago_2017
5,4,72656,fine,hrs_d_pm25_it2,santiago_2017
1,5,6865,fine,hrs_d_pm25_it2,santiago_2017
2,5,23245,fine,hrs_d_pm25_it2,santiago_2017
4,5,41655,fine,hrs_d_pm25_it2,santiago_2017
5,5,81445,fine,hrs_d_pm25_it2,santiago_2017
1,3,54367,fine,hrs_d_pm25_it2,santiago_2017
2,3,72876,fine,hrs_d_pm25_it2,santiago_2017
4,3,65886,fine,hrs_d_pm25_it2,santiago_2017
5,3,32856,fine,hrs_d_pm25_it2,santiago_2017
1,2,89680,fine,hrs_d_pm25_it2,santiago_2017
2,2,80746,fine,hrs_d_pm25_it2,santiago_2017
4,2,39657,fine,hrs_d_pm25_it2,santiago_2017
5,2,18355,fine,hrs_d_pm25_it2,santiago_2017
1,1,148075,fine,hrs_d_pm25_it2,santiago_2017
2,1,108323,fine,hrs_d_pm25_it2,santiago_2017
4,1,28356,fine,hrs_d_pm25_it2,santiago_2017
5,1,10884,fine,hrs_d_pm25_it2,santiago_2017
3,4,32734,fine,hrs_d_pm25_it2,santiago_2017
3,1,77278,fine,hrs_d_pm25_it2,santiago_2017
3,5,7623,fine,hrs_d_pm25_it2,santiago_2017
3,3,66854,fine,hrs_d_pm25_it2,santiago_2017
3,2,78718,fine,hrs_d_pm25_it2,santiago_2017
1,4,32689,fine,avg_pm25,santiago_2017
2,4,73697,fine,avg_pm25,santiago_2017
4,4,83751,fine,avg_pm25,santiago_2017
5,4,72656,fine,avg_pm25,santiago_2017
1,5,6865,fine,avg_pm25,santiago_2017
2,5,23245,fine,avg_pm25,santiago_2017
4,5,41655,fine,avg_pm25,santiago_2017
5,5,81445,fine,avg_pm25,santiago_2017
1,3,54367,fine,avg_pm25,santiago_2017
2,3,72876,fine,avg_pm25,santiago_2017
4,3,65886,fine,avg_pm25,santiago_2017
5,3,32856,fine,avg_pm25,santiago_2017
1,2,89680,fine,avg_pm25,santiago_2017
2,2,80746,fine,avg_pm25,santiago_2017
4,2,39657,fine,avg_pm25,santiago_2017
5,2,18355,fine,avg_pm25,santiago_2017
1,1,148075,fine,avg_pm25,santiago_2017
2,1,108323,fine,avg_pm25,santiago_2017
4,1,28356,fine,avg_pm25,santiago_2017
5,1,10884,fine,avg_pm25,santiago_2017
3,4,32734,fine,avg_pm25,santiago_2017
3,1,77278,fine,avg_pm25,santiago_2017
3,5,7623,fine,avg_pm25,santiago_2017
3,3,66854,fine,avg_pm25,santiago_2017
3,2,78718,fine,avg_pm25,santiago_2017
1,5,8872,distrito,hrs_d_pm10_it1,santiago_2017
2,5,27595,distrito,hrs_d_pm10_it1,santiago_2017
4,5,43812,distrito,hrs_d_pm10_it1,santiago_2017
5,5,84021,distrito,hrs_d_pm10_it1,santiago_2017
1,4,41781,distrito,hrs_d_pm10_it1,santiago_2017
2,4,68871,distrito,hrs_d_pm10_it1,santiago_2017
4,4,74099,distrito,hrs_d_pm10_it1,santiago_2017
5,4,63077,distrito,hrs_d_pm10_it1,santiago_2017
1,3,52482,distrito,hrs_d_pm10_it1,santiago_2017
2,3,74131,distrito,hrs_d_pm10_it1,santiago_2017
4,3,72844,distrito,hrs_d_pm10_it1,santiago_2017
5,3,35463,distrito,hrs_d_pm10_it1,santiago_2017
1,1,144117,distrito,hrs_d_pm10_it1,santiago_2017
2,1,117467,distrito,hrs_d_pm10_it1,santiago_2017
4,1,32183,distrito,hrs_d_pm10_it1,santiago_2017
5,1,13170,distrito,hrs_d_pm10_it1,santiago_2017
1,2,84424,distrito,hrs_d_pm10_it1,santiago_2017
2,2,70823,distrito,hrs_d_pm10_it1,santiago_2017
4,2,36367,distrito,hrs_d_pm10_it1,santiago_2017
5,2,20465,distrito,hrs_d_pm10_it1,santiago_2017
3,4,43225,distrito,hrs_d_pm10_it1,santiago_2017
3,5,8391,distrito,hrs_d_pm10_it1,santiago_2017
3,3,51430,distrito,hrs_d_pm10_it1,santiago_2017
3,1,75329,distrito,hrs_d_pm10_it1,santiago_2017
3,2,84832,distrito,hrs_d_pm10_it1,santiago_2017
1,5,8872,distrito,hrs_d_pm10_it2,santiago_2017
2,5,27595,distrito,hrs_d_pm10_it2,santiago_2017
4,5,43812,distrito,hrs_d_pm10_it2,santiago_2017
5,5,84021,distrito,hrs_d_pm10_it2,santiago_2017
1,4,41781,distrito,hrs_d_pm10_it2,santiago_2017
2,4,68871,distrito,hrs_d_pm10_it2,santiago_2017
4,4,74099,distrito,hrs_d_pm10_it2,santiago_2017
5,4,63077,distrito,hrs_d_pm10_it2,santiago_2017
1,3,52482,distrito,hrs_d_pm10_it2,santiago_2017
2,3,74131,distrito,hrs_d_pm10_it2,santiago_2017
4,3,72844,distrito,hrs_d_pm10_it2,santiago_2017
5,3,35463,distrito,hrs_d_pm10_it2,santiago_2017
1,1,144117,distrito,hrs_d_pm10_it2,santiago_2017
2,1,117467,distrito,hrs_d_pm10_it2,santiago_2017
4,1,32183,distrito,hrs_d_pm10_it2,santiago_2017
5,1,13170,distrito,hrs_d_pm10_it2,santiago_2017
1,2,84424,distrito,hrs_d_pm10_it2,santiago_2017
2,2,70823,distrito,hrs_d_pm10_it2,santiago_2017
4,2,36367,distrito,hrs_d_pm10_it2,santiago_2017
5,2,20465,distrito,hrs_d_pm10_it2,santiago_2017
3,4,43225,distrito,hrs_d_pm10_it2,santiago_2017
3,5,8391,distrito,hrs_d_pm10_it2,santiago_2017
3,3,51430,distrito,hrs_d_pm10_it2,santiago_2017
3,1,75329,distrito,hrs_d_pm10_it2,santiago_2017
3,2,84832,distrito,hrs_d_pm10_it2,santiago_2017
1,5,8872,distrito,avg_pm10,santiago_2017
2,5,27595,distrito,avg_pm10,santiago_2017
4,5,43812,distrito,avg_pm10,santiago_2017
5,5,84021,distrito,avg_pm10,santiago_2017
1,4,41781,distrito,avg_pm10,santiago_2017
2,4,68871,distrito,avg_pm10,santiago_2017
4,4,74099,distrito,avg_pm10,santiago_2017
5,4,63077,distrito,avg_pm10,santiago_2017
1,3,52482,distrito,avg_pm10,santiago_2017
2,3,74131,distrito,avg_pm10,santiago_2017
4,3,72844,distrito,avg_pm10,santiago_2017
5,3,35463,distrito,avg_pm10,santiago_2017
1,1,144117,distrito,avg_pm10,santiago_2017
2,1,117467,distrito,avg_pm10,santiago_2017
4,1,32183,distrito,avg_pm10,santiago_2017
5,1,13170,distrito,avg_pm10,santiago_2017
1,2,84424,distrito,avg_pm10,santiago_2017
2,2,70823,distrito,avg_pm10,santiago_2017
4,2,36367,distrito,avg_pm10,santiago_2017
5,2,20465,distrito,avg_pm10,santiago_2017
3,4,43225,distrito,avg_pm10,santiago_2017
3,5,8391,distrito,avg_pm10,santiago_2017
3,3,51430,distrito,avg_pm10,santiago_2017
3,1,75329,distrito,avg_pm10,santiago_2017
3,2,84832,distrito,avg_pm10,santiago_2017
1,5,8872,distrito,hrs_d_pm25_it1,santiago_2017
2,5,27595,distrito,hrs_d_pm25_it1,santiago_2017
4,5,43812,distrito,hrs_d_pm25_it1,santiago_2017
5,5,84021,distrito,hrs_d_pm25_it1,santiago_2017
1,4,41781,distrito,hrs_d_pm25_it1,santiago_2017
2,4,68871,distrito,hrs_d_pm25_it1,santiago_2017
4,4,74099,distrito,hrs_d_pm25_it1,santiago_2017
5,4,63077,distrito,hrs_d_pm25_it1,santiago_2017
1,3,52482,distrito,hrs_d_pm25_it1,santiago_2017
2,3,74131,distrito,hrs_d_pm25_it1,santiago_2017
4,3,72844,distrito,hrs_d_pm25_it1,santiago_2017
5,3,35463,distrito,hrs_d_pm25_it1,santiago_2017
1,1,144117,distrito,hrs_d_pm25_it1,santiago_2017
2,1,117467,distrito,hrs_d_pm25_it1,santiago_2017
4,1,32183,distrito,hrs_d_pm25_it1,santiago_2017
5,1,13170,distrito,hrs_d_pm25_it1,santiago_2017
1,2,84424,distrito,hrs_d_pm25_it1,santiago_2017
2,2,70823,distrito,hrs_d_pm25_it1,santiago_2017
4,2,36367,distrito,hrs_d_pm25_it1,santiago_2017
5,2,20465,distrito,hrs_d_pm25_it1,santiago_2017
3,4,43225,distrito,hrs_d_pm25_it1,santiago_2017
3,5,8391,distrito,hrs_d_pm25_it1,santiago_2017
3,3,51430,distrito,hrs_d_pm25_it1,santiago_2017
3,1,75329,distrito,hrs_d_pm25_it1,santiago_2017
3,2,84832,distrito,hrs_d_pm25_it1,santiago_2017
1,5,8872,distrito,hrs_d_pm25_it2,santiago_2017
2,5,27595,distrito,hrs_d_pm25_it2,santiago_2017
4,5,43812,distrito,hrs_d_pm25_it2,santiago_2017
5,5,84021,distrito,hrs_d_pm25_it2,santiago_2017
1,4,41781,distrito,hrs_d_pm25_it2,santiago_2017
2,4,68871,distrito,hrs_d_pm25_it2,santiago_2017
4,4,74099,distrito,hrs_d_pm25_it2,santiago_2017
5,4,63077,distrito,hrs_d_pm25_it2,santiago_2017
1,3,52482,distrito,hrs_d_pm25_it2,santiago_2017
2,3,74131,distrito,hrs_d_pm25_it2,santiago_2017
4,3,72844,distrito,hrs_d_pm25_it2,santiago_2017
5,3,35463,distrito,hrs_d_pm25_it2,santiago_2017
1,1,144117,distrito,hrs_d_pm25_it2,santiago_2017
2,1,117467,distrito,hrs_d_pm25_it2,santiago_2017
4,1,32183,distrito,hrs_d_pm25_it2,santiago_2017
5,1,13170,distrito,hrs_d_pm25_it2,santiago_2017
1,2,84424,distrito,hrs_d_pm25_it2,santiago_2017
2,2,70823,distrito,hrs_d_pm25_it2,santiago_2017
4,2,36367,distrito,hrs_d_pm25_it2,santiago_2017
5,2,20465,distrito,hrs_d_pm25_it2,santiago_2017
3,4,43225,distrito,hrs_d_pm25_it2,santiago_2017
3,5,8391,distrito,hrs_d_pm25_it2,santiago_2017
3,3,51430,distrito,hrs_d_pm25_it2,santiago_2017
3,1,75329,distrito,hrs_d_pm25_it2,santiago_2017
3,2,84832,distrito,hrs_d_pm25_it2,santiago_2017
1,5,8872,distrito,avg_pm25,santiago_2017
2,5,27595,distrito,avg_pm25,santiago_2017
4,5,43812,distrito,avg_pm25,santiago_2017
5,5,84021,distrito,avg_pm25,santiago_2017
1,4,41781,distrito,avg_pm25,santiago_2017
2,4,68871,distrito,avg_pm25,santiago_2017
4,4,74099,distrito,avg_pm25,santiago_2017
5,4,63077,distrito,avg_pm25,santiago_2017
1,3,52482,distrito,avg_pm25,santiago_2017
2,3,74131,distrito,avg_pm25,santiago_2017
4,3,72844,distrito,avg_pm25,santiago_2017
5,3,35463,distrito,avg_pm25,santiago_2017
1,1,144117,distrito,avg_pm25,santiago_2017
2,1,117467,distrito,avg_pm25,santiago_2017
4,1,32183,distrito,avg_pm25,santiago_2017
5,1,13170,distrito,avg_pm25,santiago_2017
1,2,84424,distrito,avg_pm25,santiago_2017
2,2,70823,distrito,avg_pm25,santiago_2017
4,2,36367,distrito,avg_pm25,santiago_2017
5,2,20465,distrito,avg_pm25,santiago_2017
3,4,43225,distrito,avg_pm25,santiago_2017
3,5,8391,distrito,avg_pm25,santiago_2017
3,3,51430,distrito,avg_pm25,santiago_2017
3,1,75329,distrito,avg_pm25,santiago_2017
3,2,84832,distrito,avg_pm25,santiago_2017
1,5,28225,comuna,hrs_d_pm10_it1,santiago_2017
2,5,69899,comuna,hrs_d_pm10_it1,santiago_2017
4,5,65943,comuna,hrs_d_pm10_it1,santiago_2017
5,5,98770,comuna,hrs_d_pm10_it1,santiago_2017
1,2,76547,comuna,hrs_d_pm10_it1,santiago_2017
2,2,59782,comuna,hrs_d_pm10_it1,santiago_2017
4,2,42915,comuna,hrs_d_pm10_it1,santiago_2017
5,2,27630,comuna,hrs_d_pm10_it1,santiago_2017
1,1,138303,comuna,hrs_d_pm10_it1,santiago_2017
2,1,115256,comuna,hrs_d_pm10_it1,santiago_2017
4,1,39202,comuna,hrs_d_pm10_it1,santiago_2017
5,1,17960,comuna,hrs_d_pm10_it1,santiago_2017
1,3,46880,comuna,hrs_d_pm10_it1,santiago_2017
