edu_quintile,population,mean,share,design,level,outcome,city_id
1,803538,34.6191741581338,0.189771975015995,B_native,seccion,avg_pm10,bogota_2018
2,870786,34.1968787331062,0.205653969116928,B_native,seccion,avg_pm10,bogota_2018
3,753725,34.4544891961311,0.178007613664731,B_native,seccion,avg_pm10,bogota_2018
4,911827,33.1592839253794,0.21534664280085,B_native,seccion,avg_pm10,bogota_2018
5,894353,27.4280502068656,0.211219799401497,B_native,seccion,avg_pm10,bogota_2018
1,786938,34.6537292820124,0.18941931545639,B_common,seccion,avg_pm10,bogota_2018
2,858862,34.2105614507475,0.206731727418813,B_common,seccion,avg_pm10,bogota_2018
3,734090,34.5326477299888,0.176698577630488,B_common,seccion,avg_pm10,bogota_2018
4,895817,33.1819299619315,0.21562695271317,B_common,seccion,avg_pm10,bogota_2018
5,878769,27.4891945476998,0.211523426781139,B_common,seccion,avg_pm10,bogota_2018
1,786938,34.7101849301518,0.18941931545639,baseline_common,seccion,avg_pm10,bogota_2018
2,858862,34.2822963077847,0.206731727418813,baseline_common,seccion,avg_pm10,bogota_2018
3,734090,34.5560151910088,0.176698577630488,baseline_common,seccion,avg_pm10,bogota_2018
4,895817,33.2253390899162,0.21562695271317,baseline_common,seccion,avg_pm10,bogota_2018
5,878769,27.4637810026033,0.211523426781139,baseline_common,seccion,avg_pm10,bogota_2018
1,786938,34.7102138846179,0.18941931545639,A_common,seccion,avg_pm10,bogota_2018
2,858862,34.281700608758,0.206731727418813,A_common,seccion,avg_pm10,bogota_2018
3,734090,34.5563962121714,0.176698577630488,A_common,seccion,avg_pm10,bogota_2018
4,895817,33.2259350358105,0.21562695271317,A_common,seccion,avg_pm10,bogota_2018
5,878769,27.4621017303729,0.211523426781139,A_common,seccion,avg_pm10,bogota_2018
1,678011,38.3371493492981,0.159343112799463,C,seccion,avg_pm10,bogota_2018
2,729887,35.1296200269079,0.171534778302802,C,seccion,avg_pm10,bogota_2018
3,902643,34.6906073346101,0.212135120767429,C,seccion,avg_pm10,bogota_2018
4,975682,32.1310238137721,0.229300419878741,C,seccion,avg_pm10,bogota_2018
5,968815,25.843385177949,0.227686568251564,C,seccion,avg_pm10,bogota_2018
1,804265,14.4361913060646,0.189178019488324,A,seccion,hrs_d_pm25_it1,bogota_2018
2,872411,12.913386710629,0.205207220455731,A,seccion,hrs_d_pm25_it1,bogota_2018
3,760360,13.2156482343664,0.178850750558762,A,seccion,hrs_d_pm25_it1,bogota_2018
4,915119,8.27059355770678,0.215252932822062,A,seccion,hrs_d_pm25_it1,bogota_2018
5,899211,3.67427638268045,0.21151107667512,A,seccion,hrs_d_pm25_it1,bogota_2018
1,802365,14.2960410785615,0.189753883869057,B_native,seccion,hrs_d_pm25_it1,bogota_2018
2,869563,12.6935966686715,0.205645755384182,B_native,seccion,hrs_d_pm25_it1,bogota_2018
3,751674,12.9043468312061,0.177765805965352,B_native,seccion,hrs_d_pm25_it1,bogota_2018
4,911119,8.13514590300499,0.215473467707205,B_native,seccion,hrs_d_pm25_it1,bogota_2018
5,893730,3.62568672865407,0.211361087074203,B_native,seccion,hrs_d_pm25_it1,bogota_2018
1,785800,14.2021277678799,0.189312721101743,B_common,seccion,hrs_d_pm25_it1,bogota_2018
2,858087,12.5881513179899,0.206727901389707,B_common,seccion,hrs_d_pm25_it1,bogota_2018
3,732888,12.9456342578948,0.17656531120236,B_common,seccion,hrs_d_pm25_it1,bogota_2018
4,895479,8.11417464842838,0.215736276634599,B_common,seccion,hrs_d_pm25_it1,bogota_2018
5,878550,3.66096977975073,0.211657789671591,B_common,seccion,hrs_d_pm25_it1,bogota_2018
1,785800,14.455080173072,0.189312721101743,baseline_common,seccion,hrs_d_pm25_it1,bogota_2018
2,858087,12.8377751906275,0.206727901389707,baseline_common,seccion,hrs_d_pm25_it1,bogota_2018
3,732888,13.0007177085721,0.17656531120236,baseline_common,seccion,hrs_d_pm25_it1,bogota_2018
4,895479,8.16441926611344,0.215736276634599,baseline_common,seccion,hrs_d_pm25_it1,bogota_2018
5,878550,3.6392920152524,0.211657789671591,baseline_common,seccion,hrs_d_pm25_it1,bogota_2018
1,785800,14.4351554298259,0.189312721101743,A_common,seccion,hrs_d_pm25_it1,bogota_2018
2,858087,12.8283199702739,0.206727901389707,A_common,seccion,hrs_d_pm25_it1,bogota_2018
3,732888,12.9966244078862,0.17656531120236,A_common,seccion,hrs_d_pm25_it1,bogota_2018
4,895479,8.17524069032426,0.215736276634599,A_common,seccion,hrs_d_pm25_it1,bogota_2018
5,878550,3.65560837226412,0.211657789671591,A_common,seccion,hrs_d_pm25_it1,bogota_2018
1,674755,26.1049877362895,0.158714869526642,C,seccion,hrs_d_pm25_it1,bogota_2018
2,729796,13.1181097183322,0.17166153184647,C,seccion,hrs_d_pm25_it1,bogota_2018
3,902318,12.707966592709,0.212241900603241,C,seccion,hrs_d_pm25_it1,bogota_2018
4,975682,4.33703399263285,0.229498471785304,C,seccion,hrs_d_pm25_it1,bogota_2018
5,968815,0.943358639162276,0.227883226238343,C,seccion,hrs_d_pm25_it1,bogota_2018
1,804265,137.07036143593,0.189178019488324,A,seccion,hrs_d_pm25_it2,bogota_2018
2,872411,132.607665796355,0.205207220455731,A,seccion,hrs_d_pm25_it2,bogota_2018
