city_id,branch,design,outcome,population_fixed,levels,non_monotonic,finest_gap,coarsest_gap,minimum_step,maximum_step
sao_paulo_2010,code_hierarchy,A,hrs_d_pm10_it2,TRUE,2,FALSE,20.4896481120026,5.66039478655495,-14.8292533254477,-14.8292533254477
sao_paulo_2010,code_hierarchy,A,avg_pm10,TRUE,2,FALSE,0.749609008952369,0.205815415178414,-0.543793593773955,-0.543793593773955
sao_paulo_2010,code_hierarchy,A,hrs_d_pm25_it1,TRUE,2,FALSE,4.1896427144703,1.63780716717098,-2.55183554729932,-2.55183554729932
sao_paulo_2010,code_hierarchy,A,hrs_d_pm25_it2,TRUE,2,FALSE,19.4067667991784,17.3518481905146,-2.0549186086638,-2.0549186086638
sao_paulo_2010,code_hierarchy,A,avg_pm25,TRUE,2,FALSE,0.0843515353114075,0.187747777394366,0.103396242082958,0.103396242082958
sao_paulo_2010,code_hierarchy,B_native,hrs_d_pm10_it1,FALSE,2,FALSE,3.27278655684133,1.09837161375664,-2.17441494308469,-2.17441494308469
sao_paulo_2010,code_hierarchy,B_native,hrs_d_pm10_it2,FALSE,2,FALSE,20.4896481120026,0.341527568630639,-20.148120543372,-20.148120543372
sao_paulo_2010,code_hierarchy,B_native,avg_pm10,FALSE,2,FALSE,0.749609008952369,0.111435935065444,-0.638173073886925,-0.638173073886925
sao_paulo_2010,code_hierarchy,B_native,hrs_d_pm25_it1,FALSE,2,FALSE,4.18964271447029,4.2254039384562,0.0357612239859098,0.0357612239859098
sao_paulo_2010,code_hierarchy,B_native,hrs_d_pm25_it2,FALSE,2,FALSE,19.4067667991784,37.5330246712913,18.1262578721129,18.1262578721129
sao_paulo_2010,code_hierarchy,B_native,avg_pm25,FALSE,2,FALSE,0.0843515353114039,0.316488534828668,0.232136999517264,0.232136999517264
