old_path,new_path,source_revision,source_sha256,target_sha256_at_move
doc/data_dictionary.md,doc/reference/data_dictionary.md,512e96ea571a24f7e40289e3a4060cbc1cabc230,99ffcd7bdafa966af8ce300b685a65fa85ab994a5e653aa017776cd73838f2d5,f81ec54a872942e657df13dbda78979f16e0e8a847b6eb8ef0e0467dbd1506c4
doc/idw_golden_test.md,doc/reference/idw_golden_test.md,512e96ea571a24f7e40289e3a4060cbc1cabc230,26c0a775b0035749933098dcd89d30b6a46e1047ad5fa5f65e9a47b1a8bd3c52,26c0a775b0035749933098dcd89d30b6a46e1047ad5fa5f65e9a47b1a8bd3c52
doc/REMAINING_WORK.md,doc/planning/remaining-work.md,512e96ea571a24f7e40289e3a4060cbc1cabc230,53a872c30f703e39aad99a44a7535561452f431c09d8b5a983ad0b318546b9c4,3a76c856c2f78e5099261c0400d81ca9c0876bdb707f12aaa908c4310b605444
doc/deletion_candidates.md,doc/planning/deletion-candidates.md,512e96ea571a24f7e40289e3a4060cbc1cabc230,1b05941ef832df2f3b882064d76ae543f47933f2503bff7968dd94288edf3ea2,1b05941ef832df2f3b882064d76ae543f47933f2503bff7968dd94288edf3ea2
doc/TARGETS_MIGRATION_PLAN.md,doc/planning/targets-migration.md,512e96ea571a24f7e40289e3a4060cbc1cabc230,9d1d73761541990575e4202357ccd200a4cec7bfcc96b004fed82ab9a9fed51d,9d1d73761541990575e4202357ccd200a4cec7bfcc96b004fed82ab9a9fed51d
doc/REPO_REVIEW.md,doc/reviews/repository/2026-08-08.md,512e96ea571a24f7e40289e3a4060cbc1cabc230,03f6c023c7224ac0d031428b5d9ab14e2c91a59a5b26545534ca124fde78decf,03f6c023c7224ac0d031428b5d9ab14e2c91a59a5b26545534ca124fde78decf
doc/CLAUDE_CODE_SETUP.md,doc/reviews/repository/claude-setup-before-2026-09-21.md,512e96ea571a24f7e40289e3a4060cbc1cabc230,3768a451469bfe9ae34b9206806d6a2b9b3994752e676d9adad9d10146ad575b,3768a451469bfe9ae34b9206806d6a2b9b3994752e676d9adad9d10146ad575b
doc/PROCEDURE_AUDIT_WORKFLOW.md,doc/reviews/repository/procedure-guide-before-2026-09-21.md,512e96ea571a24f7e40289e3a4060cbc1cabc230,1b92487121a5ee673d43fe0f48894aab3dce444283cc81f28639786151fcb49c,1b92487121a5ee673d43fe0f48894aab3dce444283cc81f28639786151fcb49c
