Area,Day,Hour,temp_2m,temp_850hPa,inversion,Inversion_dummy
Santiago,2023-02-17,0,288.46924,288.9666,0.4973755,1
Santiago,2023-02-17,1,288.10016,288.69278,0.59262085,1
Santiago,2023-02-17,2,286.88812,288.60376,1.7156372,1
Santiago,2023-02-17,3,285.59216,288.56482,2.9726562,1
Santiago,2023-02-17,4,284.7976,288.5359,3.7382812,1
Santiago,2023-02-17,5,283.8974,288.50525,4.607849,1
Santiago,2023-02-17,6,283.07227,288.51447,5.4421997,1
Santiago,2023-02-17,7,282.2788,288.51968,6.2408752,1
Santiago,2023-02-17,8,281.6076,288.54965,6.942047,1
Santiago,2023-02-17,9,281.0979,288.62534,7.5274353,1
Santiago,2023-02-17,10,281.406,288.31323,6.9072266,1
Santiago,2023-02-17,11,282.30762,288.7567,6.4490967,1
Santiago,2023-02-17,12,285.57153,288.9223,3.350769,1
Santiago,2023-02-17,13,288.0528,289.51227,1.4594727,1
Santiago,2023-02-17,14,289.96008,289.92014,-0.03994751,0
Santiago,2023-02-17,15,291.86127,290.5652,-1.2960815,0
Santiago,2023-02-17,16,293.5453,291.2539,-2.2913818,0
Santiago,2023-02-17,17,294.84497,291.87347,-2.9714966,0
Santiago,2023-02-17,18,295.36597,292.20593,-3.1600342,0
Santiago,2023-02-17,19,294.6692,292.23187,-2.437317,0
Santiago,2023-02-17,20,294.4973,291.8388,-2.6585083,0
Santiago,2023-02-17,21,294.0608,291.8753,-2.1854858,0
Santiago,2023-02-17,22,293.599,291.59503,-2.0039673,0
Santiago,2023-02-17,23,291.89667,291.18384,-0.7128296,0
Santiago,2023-02-18,0,290.2298,290.67023,0.4404297,1
Santiago,2023-02-18,1,289.57672,290.29358,0.7168579,1
Santiago,2023-02-18,2,287.867,290.17822,2.3112183,1
Santiago,2023-02-18,3,286.11395,290.26306,4.149109,1
Santiago,2023-02-18,4,285.37848,290.30634,4.9278564,1
Santiago,2023-02-18,5,284.31232,290.2959,5.9835815,1
Santiago,2023-02-18,6,283.2079,290.2034,6.995514,1
Santiago,2023-02-18,7,282.30365,290.13547,7.8318176,1
Santiago,2023-02-18,8,281.5666,290.15625,8.589661,1
Santiago,2023-02-18,9,281.43658,290.21,8.773407,1
Santiago,2023-02-18,10,281.3877,289.99457,8.606873,1
Santiago,2023-02-18,11,282.29675,290.22873,7.9319763,1
Santiago,2023-02-18,12,286.3683,290.21036,3.8420715,1
Santiago,2023-02-18,13,289.77948,290.52783,0.74835205,1
Santiago,2023-02-18,14,292.04358,290.98907,-1.0545044,0
Santiago,2023-02-18,15,293.82233,291.52997,-2.2923584,0
Santiago,2023-02-18,16,294.98065,291.99353,-2.9871216,0
Santiago,2023-02-18,17,295.5327,292.32837,-3.2043457,0
Santiago,2023-02-18,18,295.60364,292.50848,-3.0951538,0
Santiago,2023-02-18,19,295.187,292.1011,-3.085907,0
Santiago,2023-02-18,20,293.8911,290.9933,-2.8978271,0
Santiago,2023-02-18,21,293.51965,290.81915,-2.7005005,0
Santiago,2023-02-18,22,292.23547,290.91882,-1.3166504,0
Santiago,2023-02-18,23,291.18286,290.63928,-0.5435791,0
Santiago,2023-02-19,0,289.88733,290.21478,0.3274536,1
Santiago,2023-02-19,1,288.96613,290.0846,1.1184692,1
Santiago,2023-02-19,2,287.53278,290.17773,2.6449585,1
Santiago,2023-02-19,3,286.0442,290.29102,4.246826,1
Santiago,2023-02-19,4,285.31226,290.37946,5.0671997,1
Santiago,2023-02-19,5,284.41052,290.44366,6.033142,1
Santiago,2023-02-19,6,283.62286,290.48248,6.859619,1
Santiago,2023-02-19,7,283.01227,290.4942,7.4819336,1
Santiago,2023-02-19,8,282.50366,290.47168,7.9680176,1
Santiago,2023-02-19,9,282.1115,290.48474,8.37323,1
Santiago,2023-02-19,10,281.77045,290.30426,8.533813,1
Santiago,2023-02-19,11,282.4151,290.65845,8.243347,1
Santiago,2023-02-19,12,286.48193,290.8356,4.353668,1
Santiago,2023-02-19,13,289.1748,291.20865,2.033844,1
Santiago,2023-02-19,14,290.95135,291.64508,0.6937256,1
Santiago,2023-02-19,15,292.7129,292.0264,-0.6864929,0
Santiago,2023-02-19,16,294.40454,292.5169,-1.8876343,0
Santiago,2023-02-19,17,295.34082,292.76468,-2.5761414,0
Santiago,2023-02-19,18,296.48364,293.00586,-3.4777832,0
Santiago,2023-02-19,19,296.93896,293.1882,-3.750763,0
Santiago,2023-02-19,20,296.28198,293.3412,-2.940796,0
Santiago,2023-02-19,21,295.75354,292.9981,-2.7554321,0
Santiago,2023-02-19,22,294.92822,293.1299,-1.7983093,0
Santiago,2023-02-19,23,292.30634,292.47794,0.17160034,1
Santiago,2023-02-20,0,291.351,291.82233,0.47131348,1
Santiago,2023-02-20,1,290.1371,291.33472,1.1976318,1
Santiago,2023-02-20,2,288.15387,291.09332,2.9394531,1
Santiago,2023-02-20,3,286.79736,291.09473,4.2973633,1
Santiago,2023-02-20,4,285.65173,291.1787,5.5269775,1
Santiago,2023-02-20,5,284.85077,291.28143,6.430664,1
Santiago,2023-02-20,6,284.0495,291.41113,7.3616333,1
Santiago,2023-02-20,7,283.67883,291.50858,7.8297424,1
Santiago,2023-02-20,8,283.22284,291.60162,8.378784,1
Santiago,2023-02-20,9,282.79706,291.6239,8.826843,1
Santiago,2023-02-20,10,283.13043,291.73914,8.608704,1
Santiago,2023-02-20,11,283.60034,291.9488,8.34845,1
Santiago,2023-02-20,12,286.3891,292.06848,5.6793823,1
Santiago,2023-02-20,13,289.27374,292.36584,3.092102,1
Santiago,2023-02-20,14,291.653,292.65686,1.0038452,1
Santiago,2023-02-20,15,293.85657,292.75708,-1.0994873,0
Santiago,2023-02-20,16,295.65527,293.0791,-2.5761719,0
Santiago,2023-02-20,17,296.83472,293.35754,-3.4771729,0
Santiago,2023-02-20,18,297.59985,293.68378,-3.9160767,0
Santiago,2023-02-20,19,297.82275,293.81647,-4.0062866,0
Santiago,2023-02-20,20,297.0786,293.80942,-3.2691956,0
Santiago,2023-02-20,21,296.83923,293.43802,-3.4012146,0
Santiago,2023-02-20,22,295.0298,293.87625,-1.1535339,0
Santiago,2023-02-20,23,293.1371,293.43445,0.29736328,1
Santiago,2023-02-21,0,292.04993,292.8974,0.84747314,1
Santiago,2023-02-21,1,290.8047,292.4576,1.6529236,1
Santiago,2023-02-21,2,289.12793,292.2269,3.0989685,1
Santiago,2023-02-21,3,287.77917,292.25955,4.480377,1
Santiago,2023-02-21,4,286.4992,292.3417,5.842499,1
Santiago,2023-02-21,5,285.66223,292.40356,6.741333,1
Santiago,2023-02-21,6,284.62726,292.39462,7.7673645,1
Santiago,2023-02-21,7,284.1856,292.37537,8.189758,1
Santiago,2023-02-21,8,283.74506,292.35324,8.608185,1
Santiago,2023-02-21,9,283.1651,292.351,9.185913,1
Santiago,2023-02-21,10,283.06012,292.5882,9.528076,1
Santiago,2023-02-21,11,283.09033,292.68982,9.599487,1
Santiago,2023-02-21,12,287.06207,292.8405,5.7784424,1
Santiago,2023-02-21,13,289.82727,293.19092,3.3636475,1
Santiago,2023-02-21,14,292.13953,293.48907,1.3495483,1
Santiago,2023-02-21,15,294.1844,293.57382,-0.6105652,0
Santiago,2023-02-21,16,296.00208,293.81012,-2.1919556,0
Santiago,2023-02-21,17,296.95538,293.77774,-3.1776428,0
Santiago,2023-02-21,18,296.92578,293.67047,-3.25531,0
Santiago,2023-02-21,19,296.7295,293.59662,-3.1328735,0
Santiago,2023-02-21,20,295.50842,293.30615,-2.2022705,0
Santiago,2023-02-21,21,295.34973,293.1679,-2.1818237,0
Santiago,2023-02-21,22,293.7904,293.05908,-0.73132324,0
Santiago,2023-02-21,23,291.69946,292.3891,0.68963623,1
Santiago,2023-02-22,0,290.3546,291.5003,1.1456909,1
Santiago,2023-02-22,1,289.7119,290.7583,1.0463867,1
Santiago,2023-02-22,2,287.9203,290.48978,2.5694885,1
Santiago,2023-02-22,3,286.42365,290.4718,4.0481567,1
Santiago,2023-02-22,4,285.57867,290.51868,4.9400024,1
Santiago,2023-02-22,5,284.9818,290.4994,5.517578,1
Santiago,2023-02-22,6,284.48438,290.4737,5.989319,1
Santiago,2023-02-22,7,283.91156,290.47375,6.562195,1
Santiago,2023-02-22,8,283.62677,290.45636,6.82959,1
Santiago,2023-02-22,9,283.34497,290.42307,7.0780945,1
Santiago,2023-02-22,10,283.18457,290.27014,7.0855713,1
Santiago,2023-02-22,11,283.13727,290.57004,7.43277,1
Santiago,2023-02-22,12,285.85065,290.5879,4.7372437,1
Santiago,2023-02-22,13,287.30225,290.82037,3.5181274,1
Santiago,2023-02-22,14,288.92493,291.17505,2.250122,1
Santiago,2023-02-22,15,291.07867,291.43353,0.3548584,1
Santiago,2023-02-22,16,292.34326,291.72525,-0.6180115,0
Santiago,2023-02-22,17,293.44775,291.76233,-1.6854248,0
Santiago,2023-02-22,18,294.51,291.98907,-2.520935,0
Santiago,2023-02-22,19,294.5758,292.07642,-2.4993896,0
Santiago,2023-02-22,20,294.38452,292.05518,-2.3293457,0
Santiago,2023-02-22,21,293.56653,291.85757,-1.7089539,0
Santiago,2023-02-22,22,293.0736,291.50885,-1.5647583,0
Santiago,2023-02-22,23,291.11194,291.18887,0.076934814,1
Santiago,2023-02-23,0,289.61133,290.7642,1.1528625,1
Santiago,2023-02-23,1,288.5619,290.55194,1.9900513,1
Santiago,2023-02-23,2,287.24854,290.40723,3.1586914,1
Santiago,2023-02-23,3,285.74042,290.31342,4.572998,1
Santiago,2023-02-23,4,285.06793,290.35788,5.2899475,1
Santiago,2023-02-23,5,284.23993,290.4733,6.233368,1
Santiago,2023-02-23,6,283.83167,290.66412,6.8324585,1
Santiago,2023-02-23,7,283.32898,290.80695,7.4779663,1
Santiago,2023-02-23,8,282.5141,290.91904,8.404938,1
Santiago,2023-02-23,9,282.1355,291.01425,8.878754,1
Santiago,2023-02-23,10,282.93036,290.9201,7.989746,1
Santiago,2023-02-23,11,283.22003,291.59064,8.370605,1
Santiago,2023-02-23,12,285.94037,291.97156,6.031189,1
Santiago,2023-02-23,13,288.3119,292.15396,3.8420715,1
Santiago,2023-02-23,14,290.89062,292.2862,1.3955688,1
Santiago,2023-02-23,15,293.47845,292.4881,-0.99035645,0
Santiago,2023-02-23,16,295.25635,292.8603,-2.3960571,0
Santiago,2023-02-23,17,296.89624,293.21173,-3.6845093,0
Santiago,2023-02-23,18,297.24976,293.35272,-3.8970337,0
Santiago,2023-02-23,19,297.412,293.448,-3.9639893,0
Santiago,2023-02-23,20,296.2882,293.25623,-3.0319824,0
Santiago,2023-02-23,21,295.26904,292.8724,-2.396637,0
Santiago,2023-02-23,22,294.1198,292.71204,-1.4077759,0
Santiago,2023-02-23,23,292.04346,291.92505,-0.1184082,0
Santiago,2023-02-24,0,290.32263,291.05707,0.73443604,1
Santiago,2023-02-24,1,289.06055,290.6096,1.5490417,1
Santiago,2023-02-24,2,287.9762,290.48145,2.505249,1
Santiago,2023-02-24,3,286.60638,290.44135,3.834961,1
Santiago,2023-02-24,4,285.70984,290.53125,4.821411,1
Santiago,2023-02-24,5,284.77936,290.6921,5.9127502,1
Santiago,2023-02-24,6,284.29663,290.77087,6.474243,1
Santiago,2023-02-24,7,283.8053,290.7407,6.9353943,1
Santiago,2023-02-24,8,283.60645,290.66614,7.0596924,1
Santiago,2023-02-24,9,283.5008,290.64682,7.1460266,1
Santiago,2023-02-24,10,283.82666,290.704,6.87735,1
Santiago,2023-02-24,11,284.3512,290.7851,6.433899,1
Santiago,2023-02-24,12,286.66022,290.77972,4.119507,1
Santiago,2023-02-24,13,288.32953,290.7356,2.406067,1
Santiago,2023-02-24,14,289.9215,290.72504,0.80352783,1
Santiago,2023-02-24,15,291.46594,290.89023,-0.5757141,0
Santiago,2023-02-24,16,293.0467,291.11014,-1.936554,0
Santiago,2023-02-24,17,293.8996,291.3153,-2.5842896,0
Santiago,2023-02-24,18,294.44574,291.243,-3.2027283,0
Santiago,2023-02-24,19,294.53333,290.81226,-3.7210693,0
Santiago,2023-02-24,20,294.2151,290.3154,-3.8996887,0
Santiago,2023-02-24,21,292.87537,289.8251,-3.0502625,0
Santiago,2023-02-24,22,291.78998,290.1016,-1.688385,0
Santiago,2023-02-24,23,289.74023,289.5791,-0.16113281,0
Santiago,2023-02-25,0,287.9491,288.9195,0.97039795,1
Santiago,2023-02-25,1,287.49353,288.51663,1.0231018,1
Santiago,2023-02-25,2,286.56226,288.51825,1.9559937,1
Santiago,2023-02-25,3,285.8896,288.64075,2.7511597,1
Santiago,2023-02-25,4,285.0974,288.71057,3.6131592,1
Santiago,2023-02-25,5,285.20435,288.7682,3.5638428,1
Santiago,2023-02-25,6,284.5338,288.83054,4.2967224,1
Santiago,2023-02-25,7,283.92572,288.8861,4.960388,1
Santiago,2023-02-25,8,283.00317,288.9611,5.9579163,1
Santiago,2023-02-25,9,282.89563,288.93927,6.04364,1
Santiago,2023-02-25,10,282.56042,288.63968,6.079254,1
Santiago,2023-02-25,11,282.7193,288.38562,5.666321,1
Santiago,2023-02-25,12,284.86206,288.07578,3.2137146,1
Santiago,2023-02-25,13,286.45935,288.5637,2.1043396,1
Santiago,2023-02-25,14,288.47205,289.00653,0.53448486,1
Santiago,2023-02-25,15,290.4931,289.2306,-1.2625122,0
Santiago,2023-02-25,16,292.25195,289.70648,-2.5454712,0
Santiago,2023-02-25,17,293.40027,290.0918,-3.3084717,0
Santiago,2023-02-25,18,294.289,290.40118,-3.8878174,0
Santiago,2023-02-25,19,294.02393,290.42804,-3.5958862,0
Santiago,2023-02-25,20,294.36572,290.28708,-4.078644,0
Santiago,2023-02-25,21,293.52478,289.9816,-3.5431824,0
Santiago,2023-02-25,22,292.93542,290.1735,-2.7619324,0
Santiago,2023-02-25,23,290.87317,289.8732,-0.9999695,0
Santiago,2023-02-26,0,289.4917,289.30676,-0.18493652,0
Santiago,2023-02-26,1,289.04272,289.03964,-0.0030822754,0
Santiago,2023-02-26,2,287.1892,289.2185,2.0292969,1
Santiago,2023-02-26,3,285.80463,289.49194,3.687317,1
Santiago,2023-02-26,4,284.82892,289.8105,4.9815674,1
Santiago,2023-02-26,5,284.04297,290.09863,6.055664,1
Santiago,2023-02-26,6,283.3761,290.29178,6.91568,1
Santiago,2023-02-26,7,282.29413,290.44662,8.152496,1
Santiago,2023-02-26,8,281.64624,290.54544,8.8992,1
Santiago,2023-02-26,9,281.13318,290.53552,9.402344,1
Santiago,2023-02-26,10,280.94025,290.27014,9.329895,1
Santiago,2023-02-26,11,281.37085,290.4486,9.077759,1
Santiago,2023-02-26,12,286.13843,290.65594,4.517517,1
Santiago,2023-02-26,13,289.33618,291.1183,1.7821045,1
Santiago,2023-02-26,14,291.3437,291.7266,0.38290405,1
Santiago,2023-02-26,15,293.15717,292.22943,-0.9277344,0
Santiago,2023-02-26,16,294.74146,292.66113,-2.0803223,0
Santiago,2023-02-26,17,296.31494,293.12256,-3.1923828,0
Santiago,2023-02-26,18,297.70453,293.53027,-4.1742554,0
Santiago,2023-02-26,19,298.2732,293.86032,-4.4128723,0
Santiago,2023-02-26,20,298.43274,293.98553,-4.4472046,0
Santiago,2023-02-26,21,297.99524,293.84796,-4.147278,0
Santiago,2023-02-26,22,296.44128,293.7432,-2.6980896,0
Santiago,2023-02-26,23,294.03833,293.25696,-0.7813721,0
Santiago,2023-02-27,0,292.2141,292.94403,0.72991943,1
Santiago,2023-02-27,1,290.71338,293.2041,2.4907227,1
Santiago,2023-02-27,2,288.37396,293.50458,5.130615,1
Santiago,2023-02-27,3,286.77777,293.69724,6.919464,1
Santiago,2023-02-27,4,285.85962,293.85574,7.9961243,1
Santiago,2023-02-27,5,284.71088,293.95544,9.244568,1
Santiago,2023-02-27,6,283.46057,293.99173,10.531158,1
Santiago,2023-02-27,7,282.96887,293.9637,10.994843,1
Santiago,2023-02-27,8,282.75464,293.98746,11.232819,1
Santiago,2023-02-27,9,281.99347,293.93918,11.945709,1
Santiago,2023-02-27,10,282.17145,293.8254,11.653961,1
Santiago,2023-02-27,11,282.51392,293.9099,11.395996,1
Santiago,2023-02-27,12,287.82666,294.0336,6.2069397,1
Santiago,2023-02-27,13,292.18475,294.2398,2.0550537,1
Santiago,2023-02-27,14,294.21777,294.72296,0.505188,1
Santiago,2023-02-27,15,296.64624,295.15466,-1.4915771,0
Santiago,2023-02-27,16,297.84442,295.33228,-2.512146,0
Santiago,2023-02-27,17,299.14264,295.4759,-3.666748,0
Santiago,2023-02-27,18,299.58087,295.41034,-4.170532,0
Santiago,2023-02-27,19,299.41687,295.21365,-4.2032166,0
Santiago,2023-02-27,20,299.0218,294.96783,-4.053955,0
Santiago,2023-02-27,21,298.0384,294.58923,-3.4491577,0
Santiago,2023-02-27,22,296.44348,294.50818,-1.9353027,0
Santiago,2023-02-27,23,294.13483,293.53006,-0.60476685,0
Santiago,2023-02-28,0,291.422,292.58978,1.1677856,1
Santiago,2023-02-28,1,290.93427,292.24872,1.3144531,1
Santiago,2023-02-28,2,289.2945,292.23822,2.9437256,1
Santiago,2023-02-28,3,287.95166,292.20868,4.257019,1
Santiago,2023-02-28,4,287.07953,292.17007,5.0905457,1
Santiago,2023-02-28,5,286.28442,292.09552,5.811096,1
Santiago,2023-02-28,6,285.46014,292.11047,6.6503296,1
Santiago,2023-02-28,7,284.57104,292.06778,7.4967346,1
Santiago,2023-02-28,8,284.17914,292.0572,7.8780518,1
Santiago,2023-02-28,9,284.1565,292.04453,7.888031,1
Santiago,2023-02-28,10,283.81628,292.3935,8.577209,1
Santiago,2023-02-28,11,284.18237,292.41058,8.22821,1
Santiago,2023-02-28,12,287.0271,292.39297,5.3658752,1
Santiago,2023-02-28,13,289.7882,292.708,2.9197998,1
Santiago,2023-02-28,14,291.60443,292.98248,1.3780518,1
Santiago,2023-02-28,15,293.50128,293.08472,-0.41656494,0
Santiago,2023-02-28,16,295.59778,293.03253,-2.5652466,0
Santiago,2023-02-28,17,296.88165,293.1944,-3.6872559,0
Santiago,2023-02-28,18,297.9436,293.39264,-4.5509644,0
Santiago,2023-02-28,19,298.2799,293.59253,-4.687378,0
Santiago,2023-02-28,20,298.29272,293.59476,-4.6979675,0
Santiago,2023-02-28,21,297.3069,293.488,-3.8188782,0
Santiago,2023-02-28,22,295.2834,293.5154,-1.7679749,0
Santiago,2023-02-28,23,293.03473,292.49982,-0.5349121,0
Santiago,2023-03-01,0,290.4469,291.7409,1.2940063,1
Santiago,2023-03-01,1,290.3305,291.63382,1.3033142,1
Santiago,2023-03-01,2,288.51587,291.8349,3.3190308,1
Santiago,2023-03-01,3,287.23602,292.25824,5.022217,1
Santiago,2023-03-01,4,285.29077,292.60046,7.3096924,1
Santiago,2023-03-01,5,284.4085,292.48788,8.079376,1
Santiago,2023-03-01,6,283.71008,292.2303,8.520203,1
Santiago,2023-03-01,7,283.25336,292.05917,8.805817,1
Santiago,2023-03-01,8,282.7932,292.041,9.247772,1
Santiago,2023-03-01,9,282.47876,292.0976,9.618835,1
Santiago,2023-03-01,10,282.75885,291.67752,8.918671,1
Santiago,2023-03-01,11,282.76355,291.49152,8.727966,1
Santiago,2023-03-01,12,286.0896,291.50848,5.4188843,1
Santiago,2023-03-01,13,289.7909,291.97125,2.180359,1
Santiago,2023-03-01,14,292.229,292.72876,0.49975586,1
Santiago,2023-03-01,15,294.0915,293.24298,-0.84851074,0
Santiago,2023-03-01,16,296.07007,293.28613,-2.7839355,0
Santiago,2023-03-01,17,296.98248,293.34058,-3.6419067,0
Santiago,2023-03-01,18,297.7633,293.69666,-4.0666504,0
Santiago,2023-03-01,19,298.49548,294.05267,-4.44281,0
Santiago,2023-03-01,20,297.70367,294.1249,-3.5787659,0
Santiago,2023-03-01,21,297.23804,293.89514,-3.3428955,0
Santiago,2023-03-01,22,295.70953,293.75797,-1.9515686,0
Santiago,2023-03-01,23,293.28387,293.0083,-0.27557373,0
Santiago,2023-03-02,0,291.758,292.41467,0.65667725,1
Santiago,2023-03-02,1,290.91638,292.60773,1.6913452,1
Santiago,2023-03-02,2,289.13397,292.91238,3.7784119,1
Santiago,2023-03-02,3,287.8117,292.96027,5.1485596,1
Santiago,2023-03-02,4,286.565,293.11865,6.55365,1
Santiago,2023-03-02,5,285.32196,293.42664,8.104675,1
Santiago,2023-03-02,6,284.37073,293.46918,9.09845,1
Santiago,2023-03-02,7,283.7016,293.36792,9.666321,1
Santiago,2023-03-02,8,283.23846,293.3825,10.144043,1
Santiago,2023-03-02,9,283.00092,293.4559,10.454987,1
Santiago,2023-03-02,10,283.2976,293.36652,10.068909,1
Santiago,2023-03-02,11,283.7146,293.566,9.85141,1
Santiago,2023-03-02,12,287.50824,293.97192,6.463684,1
Santiago,2023-03-02,13,291.48865,294.35022,2.8615723,1
Santiago,2023-03-02,14,293.8235,294.92896,1.1054688,1
Santiago,2023-03-02,15,295.24554,295.31976,0.07421875,1
Santiago,2023-03-02,16,297.0083,295.3454,-1.6629028,0
Santiago,2023-03-02,17,298.46075,295.54938,-2.911377,0
Santiago,2023-03-02,18,299.23145,295.5391,-3.6923523,0
Santiago,2023-03-02,19,299.3039,295.46368,-3.84021,0
Santiago,2023-03-02,20,298.49615,295.35898,-3.1371765,0
Santiago,2023-03-02,21,297.40375,295.4068,-1.9969482,0
Santiago,2023-03-02,22,296.23743,295.4706,-0.7668152,0
Santiago,2023-03-02,23,293.7298,294.03387,0.30407715,1
Santiago,2023-03-03,0,291.37912,292.70486,1.3257446,1
Santiago,2023-03-03,1,289.75513,292.3241,2.5689697,1
Santiago,2023-03-03,2,288.8771,292.56256,3.6854553,1
Santiago,2023-03-03,3,287.90097,292.65674,4.755768,1
Santiago,2023-03-03,4,287.13654,292.6139,5.477356,1
Santiago,2023-03-03,5,286.4152,292.50653,6.091339,1
Santiago,2023-03-03,6,286.16525,292.25586,6.0906067,1
Santiago,2023-03-03,7,286.17126,291.7944,5.6231384,1
Santiago,2023-03-03,8,286.33707,291.23727,4.9002075,1
Santiago,2023-03-03,9,285.47424,290.9535,5.479248,1
Santiago,2023-03-03,10,284.74323,290.90265,6.159424,1
Santiago,2023-03-03,11,284.76773,291.14154,6.37381,1
Santiago,2023-03-03,12,286.51492,290.8513,4.3363647,1
Santiago,2023-03-03,13,288.23206,290.82227,2.59021,1
Santiago,2023-03-03,14,289.86978,291.08496,1.2151794,1
Santiago,2023-03-03,15,291.66254,291.52002,-0.14251709,0
Santiago,2023-03-03,16,293.7398,291.8954,-1.8444214,0
Santiago,2023-03-03,17,294.92444,292.24677,-2.6776733,0
Santiago,2023-03-03,18,296.05347,292.43475,-3.6187134,0
Santiago,2023-03-03,19,296.1786,292.5056,-3.6729736,0
Santiago,2023-03-03,20,295.38165,292.43134,-2.9503174,0
Santiago,2023-03-03,21,294.79163,292.23608,-2.555542,0
Santiago,2023-03-03,22,293.96277,292.2656,-1.6971741,0
Santiago,2023-03-03,23,291.98737,291.63757,-0.34979248,0
Santiago,2023-03-04,0,290.1184,291.05774,0.93933105,1
Santiago,2023-03-04,1,289.372,291.1986,1.8265991,1
Santiago,2023-03-04,2,288.25922,291.56274,3.3035278,1
Santiago,2023-03-04,3,287.21405,291.7583,4.5442505,1
Santiago,2023-03-04,4,286.4635,291.99448,5.5309753,1
Santiago,2023-03-04,5,285.87378,292.15396,6.280182,1
Santiago,2023-03-04,6,285.5144,292.09796,6.583557,1
Santiago,2023-03-04,7,284.9641,292.00797,7.0438538,1
Santiago,2023-03-04,8,284.0595,291.9679,7.908386,1
Santiago,2023-03-04,9,283.8471,292.02094,8.173828,1
Santiago,2023-03-04,10,284.37756,292.09824,7.7206726,1
Santiago,2023-03-04,11,284.5857,292.3627,7.777008,1
Santiago,2023-03-04,12,287.1095,292.83887,5.72937,1
Santiago,2023-03-04,13,290.2492,293.6156,3.366394,1
Santiago,2023-03-04,14,292.70563,294.3557,1.6500854,1
Santiago,2023-03-04,15,295.35394,294.7304,-0.62353516,0
Santiago,2023-03-04,16,297.0251,294.8521,-2.1729736,0
Santiago,2023-03-04,17,298.05927,295.0076,-3.0516663,0
Santiago,2023-03-04,18,298.78394,295.10263,-3.681305,0
Santiago,2023-03-04,19,299.35083,295.26953,-4.081299,0
Santiago,2023-03-04,20,298.98706,295.27026,-3.7167969,0
Santiago,2023-03-04,21,298.17053,295.09253,-3.078003,0
Santiago,2023-03-04,22,297.18262,295.17496,-2.00766,0
Santiago,2023-03-04,23,294.32684,294.50586,0.17901611,1
Santiago,2023-03-05,0,293.23163,294.11047,0.8788452,1
Santiago,2023-03-05,1,291.74445,294.2881,2.5436401,1
Santiago,2023-03-05,2,290.0061,294.66534,4.6592407,1
Santiago,2023-03-05,3,288.51825,294.91974,6.4014893,1
Santiago,2023-03-05,4,287.4026,295.0528,7.6502075,1
Santiago,2023-03-05,5,286.56354,294.97897,8.415436,1
Santiago,2023-03-05,6,285.93018,294.79285,8.862671,1
Santiago,2023-03-05,7,285.58105,294.61017,9.029114,1
Santiago,2023-03-05,8,285.01074,294.52014,9.509399,1
Santiago,2023-03-05,9,284.56757,294.52643,9.958862,1
Santiago,2023-03-05,10,284.3006,294.70477,10.404175,1
Santiago,2023-03-05,11,284.6808,294.64832,9.967529,1
Santiago,2023-03-05,12,288.2508,294.47186,6.2210693,1
Santiago,2023-03-05,13,291.89044,294.09958,2.209137,1
Santiago,2023-03-05,14,293.61682,293.9212,0.30438232,1
Santiago,2023-03-05,15,294.9759,293.87402,-1.1018677,0
Santiago,2023-03-05,16,296.20306,294.03027,-2.1727905,0
Santiago,2023-03-05,17,297.2506,294.03223,-3.2183838,0
Santiago,2023-03-05,18,297.80157,294.80328,-2.998291,0
Santiago,2023-03-05,19,297.92462,294.15536,-3.7692566,0
Santiago,2023-03-05,20,296.90717,293.77557,-3.1315918,0
Santiago,2023-03-05,21,295.43713,293.3366,-2.100525,0
Santiago,2023-03-05,22,293.97308,293.30432,-0.6687622,0
Santiago,2023-03-05,23,291.77966,292.20395,0.4242859,1
Santiago,2023-03-06,0,290.2591,291.11905,0.85995483,1
Santiago,2023-03-06,1,289.62476,290.78015,1.1553955,1
Santiago,2023-03-06,2,288.94794,290.89185,1.9439087,1
Santiago,2023-03-06,3,288.29193,291.0539,2.761963,1
Santiago,2023-03-06,4,286.96613,291.2424,4.2762756,1
Santiago,2023-03-06,5,286.2838,291.39578,5.111969,1
Santiago,2023-03-06,6,285.78693,291.247,5.460083,1
Santiago,2023-03-06,7,285.47662,290.89,5.413391,1
Santiago,2023-03-06,8,285.16156,290.49506,5.333496,1
Santiago,2023-03-06,9,285.21393,290.14462,4.9306946,1
Santiago,2023-03-06,10,284.54297,289.48117,4.938202,1
Santiago,2023-03-06,11,284.28302,289.64423,5.361206,1
Santiago,2023-03-06,12,286.797,290.05865,3.2616577,1
Santiago,2023-03-06,13,288.5244,290.44324,1.9188232,1
Santiago,2023-03-06,14,289.68793,290.65277,0.96484375,1
Santiago,2023-03-06,15,290.79858,290.74548,-0.053100586,0
Santiago,2023-03-06,16,291.58533,290.66718,-0.91815186,0
Santiago,2023-03-06,17,292.24567,290.7514,-1.4942627,0
Santiago,2023-03-06,18,291.7348,290.8353,-0.8995056,0
Santiago,2023-03-06,19,292.35413,290.7992,-1.5549316,0
Santiago,2023-03-06,20,292.44348,290.87646,-1.5670166,0
Santiago,2023-03-06,21,292.2473,290.90564,-1.3416748,0
Santiago,2023-03-06,22,291.9685,290.59326,-1.3752441,0
Santiago,2023-03-06,23,289.94672,290.53885,0.59213257,1
Santiago,2023-03-07,0,288.89233,290.5921,1.6997681,1
Santiago,2023-03-07,1,288.46283,290.89755,2.434723,1
Santiago,2023-03-07,2,286.95605,291.04535,4.0892944,1
Santiago,2023-03-07,3,285.91577,291.1637,5.247925,1
Santiago,2023-03-07,4,285.13635,291.41827,6.2819214,1
